DATE,HOME_TEAM,HOME_SCORE,VISITOR_NAME,VISITOR_SCORE
2024-01-19,Los Angeles Lakers,112,Brooklyn Nets,130
2024-01-20,Detroit Pistons,135,Milwaukee Bucks,141
2024-01-20,Charlotte Hornets,89,Philadelphia 76ers,97
2024-01-20,Washington Wizards,127,San Antonio Spurs,131
2024-01-20,Atlanta Hawks,95,Cleveland Cavaliers,116
2024-01-20,New York Knicks,126,Toronto Raptors,100
2024-01-20,Chicago Bulls,125,Memphis Grizzlies,96
2024-01-20,Houston Rockets,127,Utah Jazz,126
2024-01-20,Minnesota Timberwolves,97,Oklahoma City Thunder,102
2024-01-21,Los Angeles Clippers,125,Brooklyn Nets,114
2024-01-21,Orlando Magic,105,Miami Heat,87
2024-01-21,Washington Wizards,104,Denver Nuggets,113
2024-01-21,Houston Rockets,107,Boston Celtics,116
2024-01-21,Phoenix Suns,117,Indiana Pacers,110
2024-01-21,Los Angeles Lakers,134,Portland Trail Blazers,110
2024-01-22,Detroit Pistons,113,Milwaukee Bucks,122
2024-01-22,Orlando Magic,99,Cleveland Cavaliers,126
2024-01-22,Philadelphia 76ers,133,San Antonio Spurs,123
2024-01-22,Toronto Raptors,100,Memphis Grizzlies,108
2024-01-22,Minnesota Timberwolves,125,Charlotte Hornets,128
2024-01-22,Dallas Mavericks,110,Boston Celtics,119
2024-01-22,Phoenix Suns,115,Chicago Bulls,113
2024-01-22,Sacramento Kings,122,Atlanta Hawks,107
2024-01-23,Indiana Pacers,109,Denver Nuggets,114
2024-01-23,Brooklyn Nets,103,New York Knicks,108
2024-01-23,New Orleans Pelicans,153,Utah Jazz,124
2024-01-23,Oklahoma City Thunder,111,Portland Trail Blazers,109
2024-01-23,Los Angeles Clippers,127,Los Angeles Lakers,116
2024-01-24,Detroit Pistons,113,Charlotte Hornets,106
2024-01-24,Washington Wizards,107,Minnesota Timberwolves,118
2024-01-24,Miami Heat,96,Memphis Grizzlies,105
2024-01-24,Houston Rockets,131,Portland Trail Blazers,137
2024-01-24,Milwaukee Bucks,126,Cleveland Cavaliers,116
2024-01-24,Dallas Mavericks,109,Phoenix Suns,132
2024-01-24,San Antonio Spurs,114,Oklahoma City Thunder,140
2024-01-24,Golden State Warriors,134,Atlanta Hawks,112
2024-01-25,Indiana Pacers,134,Philadelphia 76ers,122
2024-01-25,Washington Wizards,108,Utah Jazz,123
2024-01-25,Brooklyn Nets,94,Minnesota Timberwolves,96
2024-01-25,Miami Heat,110,Boston Celtics,143
2024-01-25,New York Knicks,122,Denver Nuggets,84
2024-01-25,Golden State Warriors,133,Sacramento Kings,134
2024-01-25,Los Angeles Lakers,141,Chicago Bulls,132
2024-01-26,Atlanta Hawks,143,Dallas Mavericks,148
2024-01-26,Charlotte Hornets,104,Houston Rockets,138
2024-01-26,Indiana Pacers,133,Phoenix Suns,131
2024-01-26,Toronto Raptors,107,Los Angeles Clippers,127
2024-01-26,Memphis Grizzlies,107,Orlando Magic,106
2024-01-26,Milwaukee Bucks,100,Cleveland Cavaliers,112
2024-01-26,New Orleans Pelicans,83,Oklahoma City Thunder,107
2024-01-26,San Antonio Spurs,116,Portland Trail Blazers,100
2024-01-27,Detroit Pistons,104,Washington Wizards,118
2024-01-27,New York Knicks,125,Miami Heat,109
2024-01-27,Denver Nuggets,111,Philadelphia 76ers,105
2024-01-27,Brooklyn Nets,106,Houston Rockets,104
2024-01-27,Boston Celtics,96,Los Angeles Clippers,115
2024-01-27,Charlotte Hornets,122,Utah Jazz,134
2024-01-27,Milwaukee Bucks,141,New Orleans Pelicans,117
2024-01-27,Golden State Warriors,144,Los Angeles Lakers,145
2024-01-27,San Antonio Spurs,113,Minnesota Timberwolves,112
2024-01-27,Dallas Mavericks,115,Sacramento Kings,120
2024-01-28,Detroit Pistons,120,Oklahoma City Thunder,104
2024-01-28,Indiana Pacers,116,Memphis Grizzlies,110
2024-01-28,Atlanta Hawks,126,Toronto Raptors,125
2024-01-28,Orlando Magic,113,Phoenix Suns,98
2024-01-28,Portland Trail Blazers,96,Chicago Bulls,104
2024-01-29,Charlotte Hornets,92,New York Knicks,113
2024-01-29,Cleveland Cavaliers,118,Los Angeles Clippers,108
2024-01-29,Boston Celtics,118,New Orleans Pelicans,112
2024-01-29,Brooklyn Nets,147,Utah Jazz,114
2024-01-29,Miami Heat,105,Phoenix Suns,118
2024-01-29,Houston Rockets,135,Los Angeles Lakers,119
2024-01-29,Memphis Grizzlies,94,Sacramento Kings,103
2024-01-29,Oklahoma City Thunder,101,Minnesota Timberwolves,107
2024-01-29,San Antonio Spurs,113,Washington Wizards,118
2024-01-29,Dallas Mavericks,131,Orlando Magic,129
2024-01-29,Denver Nuggets,113,Milwaukee Bucks,107
2024-01-29,Portland Trail Blazers,130,Philadelphia 76ers,104
2024-01-30,Atlanta Hawks,138,Los Angeles Lakers,122
2024-01-30,Boston Celtics,129,Indiana Pacers,124
2024-01-30,New York Knicks,118,Utah Jazz,103
2024-01-30,Chicago Bulls,107,Toronto Raptors,118
2024-01-30,Golden State Warriors,119,Philadelphia 76ers,107
2024-01-31,Charlotte Hornets,110,Chicago Bulls,117
2024-01-31,Cleveland Cavaliers,128,Detroit Pistons,121
2024-01-31,Washington Wizards,109,Los Angeles Clippers,125
2024-01-31,Miami Heat,115,Sacramento Kings,106
2024-01-31,Houston Rockets,99,New Orleans Pelicans,110
2024-01-31,Minnesota Timberwolves,121,Dallas Mavericks,87
2024-01-31,Oklahoma City Thunder,105,Denver Nuggets,100
2024-01-31,San Antonio Spurs,98,Orlando Magic,108
2024-01-31,Brooklyn Nets,120,Phoenix Suns,136
2024-01-31,Portland Trail Blazers,119,Milwaukee Bucks,116
2024-02-01,Boston Celtics,105,Los Angeles Lakers,114
2024-02-01,New York Knicks,109,Indiana Pacers,105
2024-02-01,Memphis Grizzlies,101,Cleveland Cavaliers,108
2024-02-01,Utah Jazz,124,Philadelphia 76ers,127
2024-02-02,Detroit Pistons,125,Los Angeles Clippers,136
2024-02-02,Washington Wizards,102,Miami Heat,110
2024-02-02,Atlanta Hawks,129,Phoenix Suns,120
2024-02-02,Indiana Pacers,122,Sacramento Kings,133
2024-02-02,Houston Rockets,135,Toronto Raptors,106
2024-02-02,Memphis Grizzlies,101,Golden State Warriors,121
2024-02-02,Minnesota Timberwolves,106,Orlando Magic,108
2024-02-02,Oklahoma City Thunder,126,Charlotte Hornets,106
2024-02-02,San Antonio Spurs,113,New Orleans Pelicans,114
2024-02-02,Denver Nuggets,120,Portland Trail Blazers,108
2024-02-03,Philadelphia 76ers,121,Brooklyn Nets,136
2024-02-03,Atlanta Hawks,141,Golden State Warriors,134
2024-02-03,Chicago Bulls,115,Sacramento Kings,123
2024-02-03,Dallas Mavericks,117,Milwaukee Bucks,129
2024-02-03,New York Knicks,105,Los Angeles Lakers,113
2024-02-03,San Antonio Spurs,101,Cleveland Cavaliers,117
2024-02-04,Detroit Pistons,99,Orlando Magic,111
2024-02-04,Washington Wizards,112,Phoenix Suns,140
2024-02-04,Boston Celtics,131,Memphis Grizzlies,91
2024-02-04,Charlotte Hornets,99,Indiana Pacers,115
2024-02-04,Miami Heat,95,Los Angeles Clippers,103
2024-02-04,Minnesota Timberwolves,111,Houston Rockets,90
2024-02-04,Oklahoma City Thunder,135,Toronto Raptors,127
2024-02-04,Utah Jazz,123,Milwaukee Bucks,108
2024-02-04,Denver Nuggets,112,Portland Trail Blazers,103
2024-02-05,Charlotte Hornets,118,Los Angeles Lakers,124
2024-02-05,Cleveland Cavaliers,136,Sacramento Kings,110
2024-02-05,Philadelphia 76ers,102,Dallas Mavericks,118
2024-02-05,Atlanta Hawks,144,Los Angeles Clippers,149
2024-02-05,Brooklyn Nets,98,Golden State Warriors,109
2024-02-05,New Orleans Pelicans,138,Toronto Raptors,100
2024-02-06,Indiana Pacers,132,Houston Rockets,129
2024-02-06,Brooklyn Nets,107,Dallas Mavericks,119
2024-02-06,Miami Heat,121,Orlando Magic,95
2024-02-06,New York Knicks,123,Memphis Grizzlies,113
2024-02-06,Chicago Bulls,129,Minnesota Timberwolves,123
2024-02-06,Utah Jazz,124,Oklahoma City Thunder,117
2024-02-06,Phoenix Suns,114,Milwaukee Bucks,106
2024-02-07,Charlotte Hornets,117,Toronto Raptors,123
2024-02-07,Washington Wizards,106,Cleveland Cavaliers,114
2024-02-07,Boston Celtics,125,Atlanta Hawks,117
2024-02-07,Miami Heat,116,San Antonio Spurs,104
2024-02-07,Philadelphia 76ers,104,Golden State Warriors,127
2024-02-07,Los Angeles Clippers,106,New Orleans Pelicans,117
2024-02-07,Sacramento Kings,120,Detroit Pistons,133
2024-02-08,Indiana Pacers,109,Golden State Warriors,131
2024-02-08,Orlando Magic,127,San Antonio Spurs,111
2024-02-08,Brooklyn Nets,95,Cleveland Cavaliers,118
2024-02-08,New York Knicks,108,Dallas Mavericks,122
2024-02-08,Memphis Grizzlies,110,Chicago Bulls,118
2024-02-08,Milwaukee Bucks,105,Minnesota Timberwolves,129
2024-02-08,Phoenix Suns,129,Utah Jazz,115
2024-02-08,Los Angeles Lakers,106,Denver Nuggets,114
2024-02-08,Portland Trail Blazers,122,Detroit Pistons,128
2024-02-09,Philadelphia 76ers,121,Atlanta Hawks,127
2024-02-09,Boston Celtics,133,Washington Wizards,129
2024-02-09,Toronto Raptors,107,Houston Rockets,104
2024-02-09,Milwaukee Bucks,120,Charlotte Hornets,84
2024-02-09,Sacramento Kings,135,Denver Nuggets,106
2024-02-09,Los Angeles Lakers,139,New Orleans Pelicans,122
2024-02-10,Dallas Mavericks,146,Oklahoma City Thunder,111
2024-02-10,Los Angeles Clippers,112,Detroit Pistons,106
2024-02-10,Brooklyn Nets,123,San Antonio Spurs,103
2024-02-10,Charlotte Hornets,115,Memphis Grizzlies,106
2024-02-10,Orlando Magic,114,Chicago Bulls,108
2024-02-10,Washington Wizards,113,Philadelphia 76ers,119
2024-02-10,Atlanta Hawks,122,Houston Rockets,113
2024-02-10,New York Knicks,111,Indiana Pacers,125
2024-02-10,Toronto Raptors,95,Cleveland Cavaliers,119
2024-02-10,Golden State Warriors,113,Phoenix Suns,112
2024-02-10,Portland Trail Blazers,84,New Orleans Pelicans,93
2024-02-11,Miami Heat,106,Boston Celtics,110
2024-02-11,Oklahoma City Thunder,127,Sacramento Kings,113
2024-02-12,Charlotte Hornets,111,Indiana Pacers,102
2024-02-12,Cleveland Cavaliers,121,Philadelphia 76ers,123
2024-02-12,Atlanta Hawks,126,Chicago Bulls,136
2024-02-12,Toronto Raptors,99,San Antonio Spurs,122
2024-02-12,Houston Rockets,105,New York Knicks,103
2024-02-12,Memphis Grizzlies,87,New Orleans Pelicans,96
2024-02-12,Milwaukee Bucks,112,Denver Nuggets,95
2024-02-12,Dallas Mavericks,112,Washington Wizards,104
2024-02-12,Utah Jazz,107,Golden State Warriors,129
2024-02-12,Los Angeles Clippers,100,Minnesota Timberwolves,121
2024-02-13,Brooklyn Nets,110,Boston Celtics,118
2024-02-13,Orlando Magic,113,Oklahoma City Thunder,127
2024-02-13,Milwaukee Bucks,97,Miami Heat,123
2024-02-13,Phoenix Suns,130,Sacramento Kings,125
2024-02-13,Portland Trail Blazers,109,Minnesota Timberwolves,121
2024-02-13,Los Angeles Lakers,125,Detroit Pistons,111
2024-02-14,Charlotte Hornets,122,Atlanta Hawks,99
2024-02-14,Orlando Magic,118,New York Knicks,100
2024-02-14,Philadelphia 76ers,104,Miami Heat,109
2024-02-14,Boston Celtics,136,Brooklyn Nets,86
2024-02-14,Cleveland Cavaliers,108,Chicago Bulls,105
2024-02-14,Toronto Raptors,125,Indiana Pacers,127
2024-02-14,Memphis Grizzlies,121,Houston Rockets,113
2024-02-14,New Orleans Pelicans,133,Washington Wizards,126
2024-02-14,Dallas Mavericks,116,San Antonio Spurs,93
2024-02-14,Denver Nuggets,98,Sacramento Kings,102
2024-02-14,Phoenix Suns,116,Detroit Pistons,100
2024-02-14,Utah Jazz,122,Los Angeles Lakers,138
2024-02-14,Golden State Warriors,125,Los Angeles Clippers,130
2024-02-15,Memphis Grizzlies,113,Milwaukee Bucks,110
2024-02-15,Utah Jazz,137,Golden State Warriors,140
2024-02-15,Portland Trail Blazers,91,Minnesota Timberwolves,128
2024-02-22,Cleveland Cavaliers,109,Orlando Magic,116
2024-02-22,Indiana Pacers,129,Detroit Pistons,115
2024-02-22,Philadelphia 76ers,96,New York Knicks,110
2024-02-22,Toronto Raptors,121,Brooklyn Nets,93
2024-02-22,Dallas Mavericks,123,Phoenix Suns,113
2024-02-22,Chicago Bulls,112,Boston Celtics,129
2024-02-22,New Orleans Pelicans,127,Houston Rockets,105
2024-02-22,Oklahoma City Thunder,129,Los Angeles Clippers,107
2024-02-22,Denver Nuggets,130,Washington Wizards,110
2024-02-22,Utah Jazz,107,Charlotte Hornets,115
2024-02-22,Golden State Warriors,128,Los Angeles Lakers,110
2024-02-22,Sacramento Kings,127,San Antonio Spurs,122
2024-02-23,Atlanta Hawks,121,Toronto Raptors,123
2024-02-23,Philadelphia 76ers,104,Cleveland Cavaliers,97
2024-02-23,Houston Rockets,114,Phoenix Suns,110
2024-02-23,Memphis Grizzlies,95,Los Angeles Clippers,101
2024-02-23,New Orleans Pelicans,95,Miami Heat,106
2024-02-23,Oklahoma City Thunder,147,Washington Wizards,106
2024-02-23,Golden State Warriors,97,Charlotte Hornets,84
2024-02-23,Minnesota Timberwolves,107,Milwaukee Bucks,112
2024-02-23,Portland Trail Blazers,112,Denver Nuggets,127
2024-02-23,Los Angeles Lakers,123,San Antonio Spurs,118
2024-02-24,Detroit Pistons,109,Orlando Magic,112
2024-02-24,New York Knicks,102,Boston Celtics,116
2024-02-24,Minnesota Timberwolves,101,Brooklyn Nets,86
2024-02-25,Philadelphia 76ers,98,Milwaukee Bucks,119
2024-02-25,Phoenix Suns,123,Los Angeles Lakers,113
2024-02-25,Indiana Pacers,133,Dallas Mavericks,111
2024-02-25,Washington Wizards,105,Cleveland Cavaliers,114
2024-02-25,Atlanta Hawks,109,Orlando Magic,92
2024-02-25,Golden State Warriors,103,Denver Nuggets,119
2024-02-25,Houston Rockets,110,Oklahoma City Thunder,123
2024-02-25,New Orleans Pelicans,106,Chicago Bulls,114
2024-02-25,Utah Jazz,128,San Antonio Spurs,109
2024-02-25,Portland Trail Blazers,80,Charlotte Hornets,93
2024-02-25,Los Angeles Clippers,107,Sacramento Kings,123
2024-02-26,Indiana Pacers,122,Toronto Raptors,130
2024-02-26,New York Knicks,113,Detroit Pistons,111
2024-02-26,Memphis Grizzlies,86,Brooklyn Nets,111
2024-02-26,Sacramento Kings,110,Miami Heat,121
2024-02-27,Cleveland Cavaliers,121,Dallas Mavericks,119
2024-02-27,Orlando Magic,108,Brooklyn Nets,81
2024-02-27,Washington Wizards,112,Golden State Warriors,123
2024-02-27,Atlanta Hawks,124,Utah Jazz,97
2024-02-27,Boston Celtics,117,Philadelphia 76ers,99
2024-02-27,New York Knicks,92,New Orleans Pelicans,115
2024-02-27,Chicago Bulls,95,Detroit Pistons,105
2024-02-27,Milwaukee Bucks,123,Charlotte Hornets,85
2024-02-27,Minnesota Timberwolves,114,San Antonio Spurs,105
2024-02-27,Oklahoma City Thunder,112,Houston Rockets,95
2024-02-27,Portland Trail Blazers,96,Miami Heat,106
2024-02-28,Indiana Pacers,123,New Orleans Pelicans,114
2024-02-28,Toronto Raptors,125,Dallas Mavericks,136
2024-02-28,Chicago Bulls,132,Cleveland Cavaliers,123
2024-02-28,Minnesota Timberwolves,110,Memphis Grizzlies,101
2024-02-28,Denver Nuggets,117,Sacramento Kings,96
2024-02-28,Los Angeles Clippers,112,Los Angeles Lakers,116
2024-02-29,Charlotte Hornets,99,Milwaukee Bucks,111
2024-02-29,Orlando Magic,115,Utah Jazz,107
2024-02-29,Brooklyn Nets,124,Atlanta Hawks,97
2024-02-29,New York Knicks,99,Golden State Warriors,110
2024-02-29,San Antonio Spurs,132,Oklahoma City Thunder,118
2024-02-29,Phoenix Suns,110,Houston Rockets,105
2024-02-29,Denver Nuggets,103,Miami Heat,97
2024-02-29,Los Angeles Lakers,134,Washington Wizards,131
2024-03-01,Detroit Pistons,100,Cleveland Cavaliers,110
2024-03-01,Philadelphia 76ers,121,Charlotte Hornets,114
2024-03-01,Boston Celtics,138,Dallas Mavericks,110
2024-03-01,Toronto Raptors,105,Golden State Warriors,120
2024-03-01,Memphis Grizzlies,92,Portland Trail Blazers,122
2024-03-01,Minnesota Timberwolves,120,Sacramento Kings,124
2024-03-01,New Orleans Pelicans,129,Indiana Pacers,102
2024-03-01,Chicago Bulls,97,Milwaukee Bucks,113
2024-03-01,Los Angeles Clippers,140,Washington Wizards,115
2024-03-02,Brooklyn Nets,114,Atlanta Hawks,102
2024-03-02,Miami Heat,126,Utah Jazz,120
2024-03-02,Memphis Grizzlies,100,Portland Trail Blazers,107
2024-03-02,Los Angeles Lakers,114,Denver Nuggets,124
2024-03-02,Phoenix Suns,109,Houston Rockets,118
2024-03-03,Dallas Mavericks,116,Philadelphia 76ers,120
2024-03-03,Boston Celtics,140,Golden State Warriors,88
2024-03-03,Minnesota Timberwolves,88,Los Angeles Clippers,89
2024-03-03,Orlando Magic,113,Detroit Pistons,91
2024-03-03,Toronto Raptors,111,Charlotte Hornets,106
2024-03-03,Cleveland Cavaliers,98,New York Knicks,107
2024-03-03,San Antonio Spurs,117,Indiana Pacers,105
2024-03-03,Phoenix Suns,110,Oklahoma City Thunder,118
2024-03-04,Brooklyn Nets,102,Memphis Grizzlies,106
2024-03-04,Milwaukee Bucks,113,Los Angeles Clippers,106
2024-03-04,Minnesota Timberwolves,119,Portland Trail Blazers,114
2024-03-04,Utah Jazz,127,Washington Wizards,115
2024-03-04,Sacramento Kings,109,Chicago Bulls,113
2024-03-04,Los Angeles Lakers,116,Oklahoma City Thunder,104
2024-03-05,Charlotte Hornets,89,Orlando Magic,101
2024-03-05,Brooklyn Nets,112,Philadelphia 76ers,107
2024-03-05,Cleveland Cavaliers,105,Boston Celtics,104
2024-03-05,Miami Heat,118,Detroit Pistons,110
2024-03-05,New York Knicks,100,Atlanta Hawks,116
2024-03-05,Toronto Raptors,98,New Orleans Pelicans,139
2024-03-05,Houston Rockets,114,San Antonio Spurs,101
2024-03-05,Dallas Mavericks,120,Indiana Pacers,137
2024-03-05,Denver Nuggets,107,Phoenix Suns,117
2024-03-06,Washington Wizards,109,Orlando Magic,119
2024-03-06,Atlanta Hawks,112,Cleveland Cavaliers,101
2024-03-06,Houston Rockets,116,Los Angeles Clippers,122
2024-03-06,Philadelphia 76ers,109,Memphis Grizzlies,115
2024-03-06,Utah Jazz,117,Chicago Bulls,119
2024-03-06,Golden State Warriors,125,Milwaukee Bucks,90
2024-03-06,Portland Trail Blazers,120,Oklahoma City Thunder,128
2024-03-06,Los Angeles Lakers,120,Sacramento Kings,130
2024-03-07,Detroit Pistons,118,Brooklyn Nets,112
2024-03-07,Indiana Pacers,111,Minnesota Timberwolves,113
2024-03-07,Dallas Mavericks,114,Miami Heat,108
2024-03-07,Phoenix Suns,120,Toronto Raptors,113
2024-03-07,Denver Nuggets,115,Boston Celtics,109
2024-03-07,Golden State Warriors,122,Chicago Bulls,125
2024-03-07,Sacramento Kings,131,San Antonio Spurs,129
2024-03-08,Philadelphia 76ers,95,New Orleans Pelicans,103
2024-03-08,Washington Wizards,112,Charlotte Hornets,100
2024-03-08,Cleveland Cavaliers,113,Minnesota Timberwolves,104
2024-03-08,New York Knicks,98,Orlando Magic,74
2024-03-08,Memphis Grizzlies,92,Atlanta Hawks,99
2024-03-08,Oklahoma City Thunder,107,Miami Heat,100
2024-03-08,Los Angeles Lakers,123,Milwaukee Bucks,122
2024-03-08,Portland Trail Blazers,107,Houston Rockets,123
2024-03-09,Los Angeles Clippers,112,Chicago Bulls,102
2024-03-09,Charlotte Hornets,110,Brooklyn Nets,99
2024-03-09,Detroit Pistons,124,Dallas Mavericks,142
2024-03-09,Golden State Warriors,113,San Antonio Spurs,126
2024-03-09,Phoenix Suns,107,Boston Celtics,117
2024-03-09,Denver Nuggets,142,Utah Jazz,121
2024-03-09,Portland Trail Blazers,128,Toronto Raptors,118
2024-03-10,Los Angeles Clippers,117,Milwaukee Bucks,124
2024-03-10,Atlanta Hawks,103,New Orleans Pelicans,116
2024-03-10,Miami Heat,108,Washington Wizards,110
2024-03-10,Orlando Magic,97,Indiana Pacers,111
2024-03-10,Sacramento Kings,104,Houston Rockets,112
2024-03-10,Cleveland Cavaliers,101,Brooklyn Nets,120
2024-03-10,New York Knicks,73,Philadelphia 76ers,79
2024-03-10,Oklahoma City Thunder,124,Memphis Grizzlies,93
2024-03-10,Los Angeles Lakers,120,Minnesota Timberwolves,109
2024-03-11,Detroit Pistons,114,Charlotte Hornets,97
2024-03-11,Cleveland Cavaliers,111,Phoenix Suns,117
2024-03-11,Chicago Bulls,92,Dallas Mavericks,127
2024-03-11,San Antonio Spurs,102,Golden State Warriors,112
2024-03-11,Denver Nuggets,125,Toronto Raptors,119
2024-03-11,Portland Trail Blazers,99,Boston Celtics,121
2024-03-12,New York Knicks,106,Philadelphia 76ers,79
2024-03-12,Memphis Grizzlies,109,Washington Wizards,97
2024-03-12,Oklahoma City Thunder,111,Indiana Pacers,121
2024-03-12,San Antonio Spurs,101,Houston Rockets,103
2024-03-12,Utah Jazz,107,Boston Celtics,123
2024-03-12,Los Angeles Clippers,100,Minnesota Timberwolves,118
2024-03-12,Sacramento Kings,129,Milwaukee Bucks,94
2024-03-13,Detroit Pistons,113,Toronto Raptors,104
2024-03-13,Orlando Magic,114,Brooklyn Nets,106
2024-03-13,Indiana Pacers,129,Chicago Bulls,132
2024-03-13,Miami Heat,88,Denver Nuggets,100
2024-03-13,Memphis Grizzlies,98,Charlotte Hornets,110
2024-03-13,New Orleans Pelicans,95,Cleveland Cavaliers,116
2024-03-13,Dallas Mavericks,109,Golden State Warriors,99
2024-03-13,Portland Trail Blazers,106,Atlanta Hawks,102
2024-03-13,Sacramento Kings,120,Los Angeles Lakers,107
2024-03-14,Boston Celtics,127,Phoenix Suns,112
2024-03-14,Chicago Bulls,111,Los Angeles Clippers,126
2024-03-14,Houston Rockets,135,Washington Wizards,119
2024-03-14,Milwaukee Bucks,114,Philadelphia 76ers,105
2024-03-14,Oklahoma City Thunder,126,Dallas Mavericks,119
2024-03-14,Portland Trail Blazers,93,New York Knicks,105
2024-03-15,Charlotte Hornets,96,Phoenix Suns,107
2024-03-15,Detroit Pistons,95,Miami Heat,108
2024-03-15,Toronto Raptors,103,Orlando Magic,113
2024-03-15,New Orleans Pelicans,112,Los Angeles Clippers,104
2024-03-15,San Antonio Spurs,106,Denver Nuggets,117
2024-03-15,Utah Jazz,124,Atlanta Hawks,122
2024-03-16,Houston Rockets,117,Cleveland Cavaliers,103
2024-03-16,Indiana Pacers,121,Brooklyn Nets,100
2024-03-16,New Orleans Pelicans,126,Portland Trail Blazers,107
2024-03-16,Philadelphia 76ers,109,Charlotte Hornets,98
2024-03-16,Chicago Bulls,127,Washington Wizards,98
2024-03-16,Memphis Grizzlies,112,Oklahoma City Thunder,118
2024-03-16,Los Angeles Lakers,121,Golden State Warriors,128
2024-03-16,Utah Jazz,100,Minnesota Timberwolves,119
2024-03-16,Sacramento Kings,91,New York Knicks,98
2024-03-17,Milwaukee Bucks,140,Phoenix Suns,129
2024-03-17,Detroit Pistons,101,Miami Heat,104
2024-03-17,Dallas Mavericks,107,Denver Nuggets,105
2024-03-17,Orlando Magic,111,Toronto Raptors,96
2024-03-17,Washington Wizards,104,Boston Celtics,130
2024-03-17,San Antonio Spurs,122,Brooklyn Nets,115
2024-03-17,Los Angeles Clippers,93,Atlanta Hawks,110
2024-03-18,Indiana Pacers,103,Cleveland Cavaliers,108
2024-03-18,Boston Celtics,119,Detroit Pistons,94
2024-03-18,Philadelphia 76ers,98,Miami Heat,91
2024-03-18,Chicago Bulls,110,Portland Trail Blazers,107
2024-03-18,Utah Jazz,104,Minnesota Timberwolves,114
2024-03-18,Golden State Warriors,112,New York Knicks,119
2024-03-18,Sacramento Kings,121,Memphis Grizzlies,111
2024-03-18,Los Angeles Lakers,136,Atlanta Hawks,105
2024-03-19,Orlando Magic,112,Charlotte Hornets,92
2024-03-19,Washington Wizards,114,Houston Rockets,137
2024-03-19,Brooklyn Nets,91,New Orleans Pelicans,104
2024-03-19,San Antonio Spurs,107,Dallas Mavericks,113
2024-03-19,Minnesota Timberwolves,112,Denver Nuggets,115
2024-03-20,Cleveland Cavaliers,104,Miami Heat,107
2024-03-20,Detroit Pistons,103,Indiana Pacers,122
2024-03-20,Boston Celtics,122,Milwaukee Bucks,119
2024-03-20,Toronto Raptors,89,Sacramento Kings,123
2024-03-20,Oklahoma City Thunder,119,Utah Jazz,107
2024-03-20,Golden State Warriors,137,Memphis Grizzlies,116
2024-03-20,Phoenix Suns,115,Philadelphia 76ers,102
2024-03-20,Portland Trail Blazers,103,Los Angeles Clippers,116
2024-03-21,Orlando Magic,121,New Orleans Pelicans,106
2024-03-21,Washington Wizards,109,Sacramento Kings,102
2024-03-21,Houston Rockets,127,Chicago Bulls,117
2024-03-21,Milwaukee Bucks,115,Brooklyn Nets,108
2024-03-21,Dallas Mavericks,113,Utah Jazz,97
2024-03-21,Denver Nuggets,113,New York Knicks,100
2024-03-21,Phoenix Suns,128,Atlanta Hawks,115
2024-03-22,Detroit Pistons,102,Boston Celtics,129
2024-03-22,Toronto Raptors,103,Oklahoma City Thunder,123
2024-03-22,Miami Heat,88,New Orleans Pelicans,111
2024-03-22,Minnesota Timberwolves,104,Cleveland Cavaliers,91
2024-03-22,San Antonio Spurs,97,Memphis Grizzlies,99
2024-03-22,Golden State Warriors,111,Indiana Pacers,123
2024-03-22,Portland Trail Blazers,117,Los Angeles Clippers,125
2024-03-22,Los Angeles Lakers,101,Philadelphia 76ers,94
2024-03-23,New York Knicks,105,Brooklyn Nets,93
2024-03-23,Orlando Magic,107,Sacramento Kings,109
2024-03-23,Atlanta Hawks,132,Charlotte Hornets,91
2024-03-23,Chicago Bulls,113,Boston Celtics,124
2024-03-23,Houston Rockets,147,Utah Jazz,119
2024-03-23,San Antonio Spurs,106,Phoenix Suns,131
2024-03-23,Washington Wizards,112,Toronto Raptors,109
2024-03-23,Portland Trail Blazers,111,Denver Nuggets,114
2024-03-24,Detroit Pistons,101,New Orleans Pelicans,114
2024-03-24,Los Angeles Clippers,107,Philadelphia 76ers,121
2024-03-24,Miami Heat,121,Cleveland Cavaliers,84
2024-03-24,Milwaukee Bucks,118,Oklahoma City Thunder,93
2024-03-24,Minnesota Timberwolves,114,Golden State Warriors,110
2024-03-24,Los Angeles Lakers,150,Indiana Pacers,145
2024-03-25,Cleveland Cavaliers,115,Charlotte Hornets,92
2024-03-25,Atlanta Hawks,120,Boston Celtics,118
2024-03-25,New York Knicks,124,Detroit Pistons,99
2024-03-25,Toronto Raptors,88,Brooklyn Nets,96
2024-03-25,Chicago Bulls,105,Washington Wizards,107
2024-03-25,Houston Rockets,110,Portland Trail Blazers,92
2024-03-25,San Antonio Spurs,104,Phoenix Suns,102
2024-03-25,Denver Nuggets,128,Memphis Grizzlies,103
2024-03-25,Utah Jazz,105,Dallas Mavericks,115
2024-03-25,Sacramento Kings,108,Philadelphia 76ers,96
2024-03-25,Los Angeles Clippers,116,Indiana Pacers,133
2024-03-26,Miami Heat,92,Golden State Warriors,113
2024-03-26,Milwaukee Bucks,124,Los Angeles Lakers,128
2024-03-26,New Orleans Pelicans,112,Oklahoma City Thunder,119
2024-03-26,Sacramento Kings,96,Dallas Mavericks,132
2024-03-27,Charlotte Hornets,118,Cleveland Cavaliers,111
2024-03-27,Orlando Magic,93,Golden State Warriors,101
